Id_bien;No_voie;BTQ;Type _voie;Voie;Total_ pieces ;Surface_local;Surface Carrez;Type_local;Id_codedep_codecommune
17301;20;;RUE;THIERS;2;49;50,08;Appartement;10_333
17302;3;;CHE;DES COTES L'EVEQUE;4;202;204,91;Appartement;10_387
17303;308;;RES;TERRASSES MEDITERRANEE 2;2;26;26,08;Appartement;11_202
17304;9001;;;PORT PLAISANCE;3;73;60,63;Appartement;11_202
17305;33;;CRS;MIRABEAU;2;49;45,3;Appartement;11_262
17306;123;;BD;ROMAIN ROLLAND;4;61;37,89;Appartement;13_210
17307;141;;AV;DE SAINT MENET;3;64;64,59;Appartement;13_211
17308;7;;RUE;MICHEL D'ORNANO;4;95;119,78;Appartement;14_754
17309;5019;;VC;RES LE DEAUVILLE;1;30;27,72;Appartement;14_754
17310;19;;RUE;DE L APPORT;3;75;77,81;Appartement;22_050
17311;11;;RUE;DE LA LAINERIE;2;30;32,93;Appartement;22_050
17312;42;;BD;HOCHE;4;65;64,17;Appartement;22_278
17313;10;;RUE;DES DOLMENS;3;60;53,51;Maison;22_325
17314;7;;AV;CHARLES DE GAULLE;4;97;92,13;Appartement;25_411
17315;37;;RUE;SAINT DENIS;4;85;84,33;Appartement;28_140
17316;372;;AV;THIERS;1;35;35,35;Appartement;33_063
17317;103;;;LES JARDINS DE LA PALMERAI;3;64;63,8;Appartement;33_227
17318;12;;RUE;CLOS DU PRE;4;93;92,25;Maison;33_236
17319;7;;RUE;DES ROSSIGNOLS CAP FERRET;3;114;101,27;Appartement;33_236
17320;14;B;RUE;DES SAULES;2;39;37,91;Appartement;33_492
17321;690;;CRS;DE LA LIBERATION;1;24;20,85;Appartement;33_522
17322;199;;AV;DES PYRENEES;1;32;34,41;Appartement;33_550
17323;2;;IMP;DE LA GRANDE BLEUE;3;29;29,23;Appartement;34_108
17324;79;;RUE;RAY CHARLES;3;70;71,56;Appartement;34_172
17325;15;;AV;LEONCE GABAUDAN;3;75;74,46;Appartement;34_239
17326;3;;RUE;DU CALLOUET;2;39;38,02;Appartement;35_066
17327;36;;RUE;DE PARIS;1;20;19,46;Appartement;35_238
17328;9000;;;PIECE DE L HOPITAL;2;33;37,81;Appartement;35_247
17329;339;;RUE;DE NANTES;3;67;66,46;Appartement;35_281
17330;18;;RUE;DE DINAN;4;84;82,89;Appartement;35_288
17331;5035;;;CLOS DE LA BALME;1;25;22,79;Appartement;38_129
17332;2;;ALL;DE COMBELOUP;3;65;65,15;Appartement;38_179
17333;84;;RUE;D ALEMBERT;2;32;32;Appartement;38_185
17334;47;B;RUE;ALBERT 1ER;4;83;85,09;Appartement;41_018
17335;162;;RUE;ALBERT 1ER;1;47;47,29;Appartement;41_018
17336;41;B;RUE;DU COMMERCE;2;45;45,27;Appartement;41_018
17337;125;;BD;BARON DU MARAIS;4;98;96,4;Appartement;42_187
17338;58;;RUE;JEAN JACQUES ROUSSEAU;3;64;62,92;Appartement;42_187
17339;11;;RUE;ARISTIDE BRIAND;2;55;35,6;Appartement;42_189
17340;5;;AV;BAPTISTE MARCET;3;67;62,62;Appartement;43_157
17341;80;;BD;ST AIGNAN;1;19;19,92;Appartement;44_109
17342;80;;BD;ST AIGNAN;1;18;19,97;Appartement;44_109
17343;2;;RUE;DU VERGER;3;84;102,32;Appartement;44_120
17344;32;;RUE;ARISTIDE BRIAND;6;126;165,29;Maison;44_143
17345;12;;RUE;DE LA VEILLERE;4;86;84,11;Appartement;49_323
17346;28;E;BD;MARITIME;2;45;44,39;Appartement;50_129
17347;2;;RUE;DE L ABBAYE;3;67;68,21;Appartement;50_129
17348;4;;AV;ERNEST VALLE;2;38;39,96;Appartement;51_230
17349;2;;IMP;DE LA MICHELINE;2;38;37,91;Appartement;56_023
17350;17;;AV;MILN;3;64;66,1;Appartement;56_034
17351;32;;RUE;DE LA POINTE;3;72;71,43;Appartement;56_181
17352;15;;RUE;FAIDHERBE;2;63;59,14;Appartement;59_014
17353;20;;RUE;GARIBALDI;2;101;99,36;Appartement;59_350
17354;31;;RUE;DU QUESNE;3;85;85;Appartement;59_378
17355;1;;RUE;DE L EGALITE;5;113;117;Appartement;59_378
17356;6;;PL;ST MEDARD;2;34;19,69;Appartement;60_025
17357;9;B;RUE;DE PIERREFONDS;3;69;64,92;Appartement;60_159
17358;159;;RTE;NATIONALE;1;18;16,46;Appartement;62_126
17359;3;;RUE;HENRI IV;3;69;69,47;Appartement;64_339
17360;7;B;RUE;PIERRE BOURGEOIS;2;39;39,02;Appartement;69_034
17361;51;B;AV;DU HUIT MAI 1945;6;197;175,33;Maison;69_244
17362;30;;CHE;DE LA RAUDE;1;40;39,7;Appartement;69_244
17363;5;;CHE;DES PLATES;5;80;80;Appartement;69_256
17364;54;;RUE;DECHAVANNE;3;90;85;Appartement;69_264
17365;31;;RUE;FLACHET;2;46;46,57;Appartement;69_266
17366;19;;RUE;DES FLEURS;6;105;105,2;Maison;69_294
17367;16;;RUE;PIERRE DUPONT;4;87;89,93;Appartement;69_381
17368;14;;RUE;LEMOT;1;23;20,83;Appartement;69_381
17369;1;;AV;DU CHATEAU;1;14;13,59;Appartement;69_383
17370;5;;RUE;DOMREMY;4;88;88,3;Appartement;69_383
17371;2;;RUE;TURBIL;3;63;65,93;Appartement;69_383
17372;143;;RUE;CUVIER;1;25;25,1;Appartement;69_386
17373;44;;RUE;MONTESQUIEU;2;57;58,53;Appartement;69_387
17374;17;;RUE;PIERRE BOURDEIX;4;79;82,8;Appartement;69_387
17375;16;;RUE;CHATEAUBRIAND;3;70;70,92;Appartement;69_387
17376;71;;AV;PAUL SANTY;3;64;63,21;Appartement;69_388
17377;32;;RUE;DES HERIDEAUX;1;19;19,03;Appartement;69_388
17378;20;;RUE;DU BREUIL;2;42;39,01;Appartement;70_550
17379;179;;RUE;CHANOINE HENRI FEJOZ;4;96;96,14;Appartement;73_031
17380;6600;A;;IMM AIGUILLE GRIVE 2;1;25;20,02;Appartement;73_054
17381;5579;;;PRARANGER;2;25;37;Appartement;73_257
17382;2;;RUE;DE LA LIBERATION;4;87;88,46;Appartement;74_010
17383;91;;RTE;DE LA CAPIEU;1;18;18,11;Appartement;74_160
17384;17;;RTE;DE LIVRON;3;67;65,74;Appartement;74_298
17385;22;;BD;DE L HOPITAL;1;19;16,65;Appartement;75_105
17386;91;;RUE;DE SEINE;1;20;20,47;Appartement;75_106
17387;12;;RUE;DU REGARD;2;30;31,71;Appartement;75_106
17388;141;;BD;SAINT GERMAIN;2;66;64,86;Appartement;75_106
17389;10;;BD;DE STRASBOURG;5;120;110,22;Appartement;75_110
17390;7;;RUE;DU SERGENT BAUCHAT;3;55;56,14;Appartement;75_112
17391;18;;RUE;BECCARIA;1;20;34,61;Appartement;75_112
17392;7;;RUE;CROZATIER;2;42;44,96;Appartement;75_112
17393;18;;RUE;LECOURBE;2;55;57,12;Appartement;75_115
17394;130;;AV;DE VERSAILLES;4;112;112,11;Appartement;75_116
17395;20;;BD;SUCHET;6;165;162,46;Appartement;75_116
17396;12;;RUE;ALBERT ROUSSEL;4;91;92,41;Appartement;75_117
17397;10;;BD;PEREIRE;6;231;221,22;Appartement;75_117
17398;47;;RUE;DE CLIGNANCOURT;2;38;37,21;Appartement;75_118
17399;52;;RUE;PIAT;1;15;15,28;Appartement;75_120
17400;6;;RUE;DES RASSELINS;4;80;79,97;Appartement;75_120
17401;40;;QUAI;DU HAVRE;1;16;16,52;Appartement;76_540
17402;30;;AV;JACQUES CARTIER;3;65;64,8;Appartement;77_058
17403;4;;RUE;DU TRAITE DE ROME;5;102;106,11;Appartement;77_169
17404;44;B;RUE;LAGORSSE;1;29;28,38;Appartement;77_186
17405;9;B;RUE;DES JARSINES;2;52;51,94;Appartement;77_316
17406;20;;RUE;DE CHANGIS;1;21;20,4;Appartement;77_379
17407;20;;RES;LES ORMES;3;57;56,61;Appartement;78_172
17408;52;;RUE;DES PONTS;2;49;50,91;Appartement;78_190
17409;5;;RUE;DE BRETAGNE;3;48;48,05;Appartement;78_220
17410;1;;RUE;BAUDIN;4;98;95,7;Appartement;78_361
17411;18;;ALL;DES PRES DU HAUT;5;78;87,42;Maison;78_466
17412;15;A;RUE;DE LA GAITE;2;45;44,3;Appartement;82_033
17413;9001;;;IMM LE PLEIN SOLEIL;4;66;72,37;Appartement;83_062
17414;62;;AV;DES ILES D OR;2;53;51,04;Appartement;83_069
17415;9001;;RES;LES MAS DE LA MADRAGUE;3;42;41,27;Appartement;83_112
17416;1;;AV;DU PORT;1;31;42,41;Appartement;83_112
17417;513;;CHE;DE LA MARINE;4;39;36,74;Appartement;83_123
17418;549;;CHE;DE LA GARDIOLE;4;75;79,01;Appartement;83_129
17419;199;;AV;DE LA VICTOIRE DU 8 5 1945;3;79;82,31;Appartement;83_137
17420;38;;RUE;VICTOR CHABOT;2;56;56,83;Appartement;87_085
17421;179;;RUE;DE LA COULEE VERTE;3;63;62,7;Appartement;91_235
17422;14;;BD;MEDER;4;76;76,15;Appartement;91_687
17423;8;;RUE;DAGOBERT;1;10;19,24;Appartement;92_024
17424;18;;;PETITE RUE DES CHAMPARONS;3;60;62,81;Appartement;92_025
17425;2;;RUE;VICTOR HUGO;2;49;51,15;Appartement;92_026
17426;11;;RUE;YVES LE CAIGNARD;4;70;68,04;Appartement;92_035
17427;1;;RUE;ARISTIDE BRIAND;1;19;17,86;Appartement;92_044
17428;68;;AV;JEAN JAURES;2;49;42,74;Appartement;92_073
17429;44;;RUE;JEAN MOULIN;3;53;58,62;Maison;93_015
17430;73;;RUE;DU ONZE NOVEMBRE;4;83;83,04;Appartement;93_050
17431;50;B;AV;GEORGES CLEMENCEAU;3;79;81,67;Appartement;93_051
17432;141;;RUE;VICTOR HUGO;3;65;64,11;Appartement;93_064
17433;180;;GR;GRANDE RUE;4;93;90,01;Appartement;93_077
17434;16;;RUE;DE WAGRAM;2;35;35,55;Appartement;94_004
17435;1;;ALL;DES BATTUES;3;64;66,27;Appartement;94_019
17436;4;;RUE;BLANCHET;4;64;64,82;Appartement;95_480
17437;7;;RUE;FONTAINE ST GERMAIN;2;42;40,43;Appartement;95_598
17438;2;;RUE;DU SAUSSERON;2;28;26,52;Appartement;95_628
17439;137;;BD;MICHEL PERRET;4;118;87,95;Appartement;38_517
17440;559;B;RUE;LAVOISIER;4;83;82,14;Appartement;47_001
17441;33;;AV;VLADIMIR ILLITCH LENINE;3;66;61,7;Appartement;94_003
17442;1;A;RUE;JEAN MOULIN;3;75;80,2;Appartement;94_034
17443;22;B;BD;DU VAL CLARET;1;20;19,31;Appartement;06_004
17444;3;;RUE;DE LA REPUBLIQUE;2;40;40,42;Appartement;06_035
17445;404;;ALL;DES CIGALES;3;67;64,5;Appartement;06_123
17446;7;;RUE;CAPITAINE DE CANSON;3;66;50,84;Appartement;07_010
17447;15;;AV;PIERRE SEMARD;2;37;36,53;Appartement;11_262
17448;26;;CHE;DES AMANDIERS;3;59;62,16;Appartement;11_370
17449;5778;;;LA BOURINE;3;65;68,93;Appartement;13_016
17450;11;;TRA;N-D DU BON SECOURS;4;64;66,95;Appartement;13_203
17451;82;;AV;MAL FOCH;3;44;57,44;Appartement;13_204
17452;88;;RUE;DE DOLE;2;43;43,95;Appartement;25_056
17453;29;;MAIL;JEAN DE DUNOIS;4;74;77,62;Appartement;28_085
17454;8;;RUE;ANDRE LAMANDE;1;39;48,1;Appartement;33_063
17455;2;;RUE;SUZANNE CHAUMET;1;37;37,24;Appartement;33_243
17456;9001;;RUE;DES LILAS;3;68;68,6;Maison;33_434
17457;310;;RUE;DU BELVEDERE;3;60;60,85;Appartement;34_255
17458;7;;ALL;DU RACHAIS;5;97;97,43;Appartement;38_158
17459;75;B;RUE;SERMORENS;2;52;52,27;Appartement;38_563
17460;83;;RUE;D ALLONVILLE;2;38;39,46;Appartement;44_109
17461;22;;RUE;GEORGES POMPIDOU;3;62;64,19;Appartement;45_234
17462;6;;SQ;LE CORBUSIER;4;93;89,16;Maison;45_284
17463;10;;AV;FOCH;1;30;30,84;Appartement;54_395
17464;6;;RUE;BRAMEL;2;70;41,25;Appartement;56_152
17465;17;;RUE;DU GUE;3;81;78,49;Appartement;60_446
17466;35;;RES;VILLA SYLVIA 35 R. RAISINS;1;20;20,73;Appartement;62_108
17467;13;;ALL;DES BRUYERES;1;19;18,76;Appartement;62_525
17468;26;;ALL;JEAN DUFOURG;3;74;74,28;Appartement;64_100
17469;8;;AV;STE MARIE;3;60;55,15;Appartement;65_388
17470;38;;RTE;DE LYON;3;64;61,64;Appartement;69_191
17471;8;;RUE;DU VIEUX MOULIN;4;86;86,94;Appartement;71_342
17472;42;;AV;DE LA GARE;2;49;46,64;Appartement;74_236
17473;4;;RUE;BLAINVILLE;1;33;29,66;Appartement;75_105
17474;54;;RUE;DE SEINE;1;18;21,51;Appartement;75_106
17475;32;;RUE;BASFROI;2;41;40,53;Appartement;75_111
17476;20;;RUE;LAURISTON;1;31;32,02;Appartement;75_116
17477;28;;RUE;SAINT FARGEAU;4;72;76,24;Appartement;75_120
17478;5;;RUE;JULES GUESDE;4;123;101,37;Maison;76_351
17479;16;;BD;DU MANDINET;6;117;118,98;Maison;77_258
17480;12;B;RUE;DE CLAYE;3;44;44,02;Appartement;77_363
17481;10;;RUE;SAINT SIMON;1;17;17,64;Appartement;78_646
17482;55;;AV;GASTON BOISSIER;1;18;14,54;Appartement;78_686
17483;6;;ALL;JEAN SAUVAGET;1;21;21,25;Appartement;79_191
17484;85;;CHE;FLOREAL;4;77;78,23;Appartement;83_090
17485;66;;RUE;MARCELLIN BERTHELOT;2;44;43,29;Appartement;83_090
17486;13;;AV;GEORGES CLEMENCEAU;3;119;117;Appartement;83_115
17487;40;;RUE;BERTHIER;2;27;18,48;Appartement;83_137
17488;30;;;CENT RES BELLEVUE;5;100;99,39;Maison;91_103
17489;2;;AV;DU CHATEAU;4;65;80;Maison;91_432
17490;9001;;RES;COMPIEGNE JUVISY;3;72;72;Appartement;91_434
17491;4;;RUE;PASCAL;4;66;67,7;Appartement;91_689
17492;60;;RUE;DES PIERRETTES;3;65;66,17;Appartement;92_020
17493;160;;AV;DE LA REPUBLIQUE;3;64;64,68;Appartement;92_050
17494;3;;RTE;DE GOURNAY;4;93;94,27;Maison;93_051
17495;66;;AV;FOCH;3;62;66,73;Appartement;94_033
17496;5;;RUE;HENRI THIRARD;1;17;17,77;Appartement;94_038
17497;27;;AV;DE CEINTURE;4;70;73,96;Appartement;95_210
17498;28;;CHE;DU BOIS DE NATTE;2;44;44,37;Appartement;974_411
17499;47;;CHE;DES ECOLIERS;2;42;51,7;Appartement;01_143
17500;20;;;HAMEAU DES CHENES;6;102;101,52;Maison;01_419
17501;;;RES;L EDELWEISS;2;45;42,72;Appartement;04_226
17502;3;;IMP;JUAN;3;67;65,02;Appartement;06_004
17503;181;;VOIE;JULIA;3;64;63,53;Appartement;06_085
17504;15;;RUE;ASSALIT;4;82;80,27;Appartement;06_088
17505;3;;AV;DENIS SEMERIA;3;52;51,41;Appartement;06_121
17506;646;;AV;DES PLANTIERS;3;70;69,52;Appartement;06_123
17507;12;;RUE;ADRIEN GUEBHARD;1;31;27,7;Appartement;06_130
17508;113;;AV;DU HUIT MAI 1945;3;74;17,85;Appartement;07_324
17509;17;;RUE;PRINCIPALE;2;39;39;Appartement;09_176
17510;76;;AV;DU PREMIER MAI;3;64;68,66;Appartement;10_387
17511;62;;RUE;DU LT PIERRE MURARD;1;27;26,84;Appartement;10_387
17512;7;;RUE;GEORGES CLEMENCEAU;2;28;30,5;Appartement;10_387
17513;43;;;LES SIDRIERES;2;49;37,51;Maison;11_144
17514;2;;RUE;DES LAVOIRS;4;73;72,97;Maison;11_258
17515;3;;PAS;TIMON DAVID;3;66;73,65;Appartement;13_201
17516;11;;AV;DU BOUSQUETIER;4;74;80,67;Appartement;13_212
17517;67;;AV;DE LA ROSE;3;56;48,81;Appartement;13_213
17518;6;;RUE;DU GD PRE;1;27;25,54;Appartement;14_338
17519;1;;AV;P CASSAGNAVERE;2;53;53,7;Appartement;14_715
17520;6;;RUE;ETIENNE BAUDE;2;44;44,13;Appartement;22_186
17521;7;C;RUE;DES ECOUSSONS;4;69;72,57;Appartement;25_462
17522;14;;RUE;PIERRE BROSSOLETTE;4;75;77,27;Appartement;26_058
17523;31;;RUE;CHORIER;3;62;59;Appartement;26_058
17524;8;;RUE;LEO LAGRANGE;3;56;56,8;Appartement;27_229
17525;226;;RUE;ANATOLE FRANCE;4;82;79,92;Appartement;29_019
17526;14;;BD;J ET B MAGLIOLI;3;69;66,31;Appartement;2A_004
17527;5002;;;MARCHETTA;4;160;123,76;Maison;2A_139
17528;6179;;;PADULACCIA;2;35;37,69;Appartement;2A_362
17529;26;;RUE;DES LOMBARDS;2;54;54,01;Appartement;30_189
17530;58;B;AV;JEAN JAURES;2;33;33,22;Appartement;30_189
17531;3;;RUE;DES SOEURS;1;32;28,11;Appartement;33_032
17532;4;;RUE;BERNARD PALISSY;3;64;66,91;Appartement;33_119
17533;13;;RUE;DU HUIT MAI 1945;5;89;87,71;Appartement;33_119
17534;2;;RUE;DE LA ROUBINE;2;42;36,43;Appartement;34_003
17535;37;B;AV;GEORGES POMPIDOU;4;96;96,35;Appartement;34_299
17536;9077;;CITE;DU CHATEAU VERT;5;78;73,85;Appartement;34_301
17537;15;;RUE;MONTGOLFIER;1;20;22,63;Appartement;38_563
17538;3;;RUE;DU REPOS;4;104;90,28;Appartement;43_177
17539;16;;PL;SAINT NICOLAS;3;60;57,61;Appartement;44_036
17540;105;;BD;DE L OCEAN;2;48;49,58;Appartement;44_055
17541;19;;QUAI;RAGEOT DE LA TOUCHE;1;23;26,08;Appartement;44_055
17542;6;;ALL;DU MARECHAL FERRANT;3;65;64,59;Appartement;44_055
17543;1;;RUE;DE STRASBOURG;3;53;49,78;Appartement;44_109
17544;3;;RUE;LINNE;5;137;134,36;Appartement;44_109
17545;66;;RUE;NOIRE;2;38;38,64;Appartement;44_109
17546;10;;AV;VILLES CHEVISSENS;4;103;100,73;Appartement;44_132
17547;3;;AV;DES COLS VERTS;3;65;63,84;Appartement;44_132
17548;2;;AV;BARBARA;2;33;29,19;Appartement;44_210
17549;7;;RUE;DE LA PILONNE;1;30;30,44;Appartement;45_191
17550;5;B;RUE;MONTESQUIEU;4;65;65,49;Appartement;49_007
17551;3;;RUE;DU CLOS DU PUITS;3;60;58,67;Appartement;50_147
17552;8;;RUE;DU ROCHER;1;45;38,59;Appartement;50_218
17553;21;B;AV;HENRI FARMAN;1;17;16,9;Appartement;51_454
17554;12;;RUE;ROGER THOMAS;4;61;61,44;Appartement;51_643
17555;30;;PL;GAMBETTA;2;47;47,96;Appartement;53_147
17556;30;;RUE;DU PONT SAINT JULES;2;37;38,06;Appartement;54_261
17557;29;;PL;ROBERT SCHUMAN;3;62;61,38;Appartement;59_178
17558;69;;RUE;NEGRIER;4;90;85,36;Appartement;59_350
17559;9;;AV;DE QUENTOVIC;2;29;34,69;Appartement;62_826
17560;10;;IMP;DE LA PASSERELLE;4;77;72,52;Maison;64_409
17561;4;;AV;GASTON LACOSTE;1;25;22,2;Appartement;64_445
17562;3;;RUE;DE BOYRIE;2;42;41,75;Appartement;64_445
17563;5411;;;LE PLA D ADET;1;29;27,39;Appartement;65_388
17564;11;;RUE;JEAN MOULIN;2;47;45,77;Appartement;69_034
17565;50;;RUE;JEAN ET JOSEPHINE PEYRI;4;74;74,16;Appartement;69_256
17566;142;;AV;ROGER SALENGRO;3;64;64,68;Appartement;69_266
17567;10;A;RUE;JACQUARD;5;140;141,41;Appartement;69_384
17568;36;;RUE;TETE D'OR;3;50;47,19;Appartement;69_386
17569;124;;AV;DE ST SIMOND;4;85;85,23;Appartement;73_008
17570;1028;;RTE;DE L ENVERS;1;54;70;Appartement;73_114
17571;367;;RUE;DU JARDIN ALPIN;1;13;15,05;Appartement;73_227
17572;21;;AV;PASTEUR;4;86;85,95;Appartement;74_012
17573;198;;RUE;BELLEVUE;2;42;41,44;Appartement;74_256
17574;10;;RUE;DU BUET;4;92;93,25;Appartement;74_305
17575;216;;RUE;SAINT DENIS;4;90;88,36;Appartement;75_102
17576;58;;RUE;DU CHERCHE MIDI;3;50;50,98;Appartement;75_106
17577;3;;RUE;DE TEHERAN;1;24;74,62;Appartement;75_108
17578;51;;RUE;DE DUNKERQUE;1;9;11,83;Appartement;75_109
17579;3;;PAS;DE L ASILE;1;9;9,36;Appartement;75_111
17580;2;B;RUE;DE NICE;4;98;95,2;Appartement;75_111
17581;260;;AV;DAUMESNIL;2;31;32,41;Appartement;75_112
17582;223;;RUE;DE CHARENTON;2;27;30,85;Appartement;75_112
17583;14;;RUE;DU LOING;3;54;51,07;Appartement;75_114
17584;11;B;RUE;SEXTIUS MICHEL;4;79;80,04;Appartement;75_115
17585;152;;RUE;DE JAVEL;2;57;59,07;Appartement;75_115
17586;1;;RUE;EDOUARD FOURNIER;5;200;221,5;Appartement;75_116
17587;53;;RUE;DE TOCQUEVILLE;4;81;80,45;Appartement;75_117
17588;47;T;RUE;D ORSEL;4;81;84;Appartement;75_118
17589;34;;RUE;DE LORRAINE;2;55;50,1;Appartement;75_119
17590;30;;PL;DES CARMES;3;72;74,09;Appartement;76_540
17591;20;;RUE;DU NORD;3;83;82,17;Appartement;76_540
17592;11;;AV;JACQUES CHASTELLAIN;3;62;61,8;Appartement;76_540
17593;94;;RUE;DES LABOURS;2;31;38,35;Appartement;77_268
17594;19;;AV;DE ROSSO;4;76;75,51;Appartement;77_296
17595;39;;AV;DU GD MORIN;3;60;65,71;Appartement;77_436
17596;1;;RUE;DE LA MAILLETTE;3;64;60,64;Appartement;77_513
17597;10;;;RES DU BEL EBAT;4;78;77,67;Appartement;78_126
17598;9;;RUE;FELICIEN LESAGE;3;58;55,09;Appartement;78_418
17599;55;;AV;DE SAINT CLOUD;3;79;82,53;Appartement;78_646
17600;3;;ALL;DU CHATEAU DE MIGNEAUX;1;26;26,09;Appartement;78_672
17601;30;;RUE;E PROUST CHAUMETTE;4;77;74,69;Appartement;79_191
17602;9;B;RUE;DE LA BOUCHERIE;2;51;21;Appartement;83_041
17603;50;;CHE;GRAND CHRESTIAN;1;25;22,89;Appartement;83_129
17604;150;;ALL;DE LA PINEDE;2;28;27,87;Appartement;83_129
17605;4;;PL;GUSTAVE LAMBERT;1;42;39,8;Appartement;83_137
17606;6;;PL;CAMILLE PELLETAN;1;18;20,63;Appartement;83_144
17607;9001;;RES;DU NOUVEAU PORT;2;29;34;Appartement;85_163
17608;4;;RUE;DU GENERAL DE GAULLE;2;42;42,68;Appartement;88_087
17609;16;;RUE;DE CHARPEAUX;2;34;34,6;Appartement;91_223
17610;5;;RUE;CHABRIER;4;80;89;Appartement;91_570
17611;11;;RUE;ROBERT DUPONT;1;21;21,75;Appartement;92_004
17612;112;;RUE;SAINT DENIS;2;31;30,94;Appartement;92_025
17613;127;;AV;DU GEN DE GAULLE;2;31;32,1;Appartement;92_040
17614;7;;RUE;HENRI BARBUSSE;2;45;45,03;Appartement;92_044
17615;17;;AV;DE BRETTEVILLE;3;76;78;Appartement;92_051
17616;288;;AV;NAPOLEON BONAPARTE;3;60;59,87;Appartement;92_063
17617;16;;RUE;HENRI BARBUSSE;2;25;26,51;Appartement;93_001
17618;9;;RUE;CARNOT;2;31;22,15;Appartement;93_048
17619;93;;BD;D AULNAY;1;31;32,18;Appartement;93_077
17620;24;;ALL;DES CEDRES;4;67;69,23;Appartement;94_001
17621;35;;AV;DE LA FOLIE;3;69;108,58;Maison;94_022
17622;30;;RUE;VEROLLOT;2;36;22,84;Appartement;94_041
17623;30;;AV;DU MAINE;4;72;84,87;Maison;94_060
17624;37;;RUE;DE BRUNOY;3;107;192,14;Maison;94_075
17625;16;;RUE;HENRI DUNANT;3;62;63;Appartement;95_197
17626;30;;RUE;VOLTAIRE;3;59;58,74;Appartement;974_411
17627;5243;;;LE LACAS;2;39;38,5;Appartement;05_098
17628;15;;RUE;DES MOULIERES;2;57;56,71;Appartement;06_030
17629;290;;RUE;SAINT SAUVEUR;2;48;37,49;Appartement;06_030
17630;5386;;;PEIRA CAVA CENTRE;4;34;79,2;Appartement;06_077
17631;3;;RUE;DU CONGRES;1;26;26,2;Appartement;06_088
17632;13;;AV;FRANCOIS DE MONLEON;3;53;51,16;Appartement;06_104
17633;10;;AV;LOUIS ANTERIOU;2;33;36,36;Appartement;07_349
17634;9;;IMP;DU CHANT DE L ALOUETTE;3;74;138,04;Appartement;10_323
17635;4;;MAIL;DES CHARMILLES;5;91;91,59;Appartement;10_387
17636;18;;RUE;DE PREIZE;4;103;101,89;Appartement;10_387
17637;12;;RUE;DE LA CALUCHE TR;2;30;31,64;Appartement;11_170
17638;119;;MAIS;DE LA PLAGE   (PLAGE);2;23;22,46;Appartement;11_262
17639;21;;RUE;LAUTARD;2;36;34;Appartement;13_203
17640;1;;RUE;DENAIN;3;86;83,59;Appartement;14_715
17641;9179;;RUE;DES HUIT PATRIOTES;2;41;36,22;Appartement;22_162
17642;23;;RUE;ARTHUR RIMBAUD;3;67;68,69;Appartement;26_198
17643;2;A;AV;FRANCOIS MITTERRAND;2;48;49,14;Appartement;26_252
17644;16;;RUE;DANIELE CASANOVA;1;30;30,83;Appartement;28_085
17645;11;;RUE;DU DOURJACQ;3;55;57,25;Appartement;29_019
17646;5;;IMP;OCTAVE SAGE;5;113;114,81;Maison;31_555
17647;8;;RUE;HENRI DE BOURNAZEL;3;35;34,93;Appartement;33_544
17648;8;;RUE;HENRI DE BOURNAZEL;2;35;35,49;Appartement;33_544
17649;246;;ALL;DES PHENICIENS;2;22;22,03;Appartement;34_344
17650;75;;RUE;ALPHONSE GUERIN;1;18;16,89;Appartement;35_238
17651;15;;RUE;LOBINEAU;1;15;14,54;Appartement;35_238
17652;26;;QUAI;DE TRICHET;2;29;28,59;Appartement;35_288
17653;30;;RUE;DU DOCTEUR HERPIN;1;41;42,94;Appartement;37_261
17654;319;;RUE;DES CHARDONS BLEUS;1;17;17,2;Appartement;38_567
17655;70;;IMP;DES ECUREUILS;2;46;44,8;Appartement;39_470
17656;61;;AV;MICHEL RICARD;3;63;63,94;Appartement;47_201
17657;15;;RUE;FAIDHERBE;2;56;51,47;Appartement;59_014
17658;311;;RUE;VERTE;2;53;53,44;Appartement;59_163
17659;200;;RUE;ROGER SALENGRO;2;41;41,13;Appartement;59_507
17660;3;T;AV;DE LA REPUBLIQUE;4;86;80,11;Maison;60_500
17661;3;;IMP;UHARTIA;3;55;58,67;Appartement;64_189
17662;28;;RTE;DE TOULOUSE;4;104;104;Appartement;65_059
17663;3;;RUE;D ETS MARCATS;2;27;24,44;Appartement;65_295
17664;90;;RUE;GABRIEL PERI;3;72;72,17;Appartement;69_010
17665;42;;RUE;MARECHAL FOCH;2;50;49,8;Appartement;69_019
17666;18;;RUE;DENFERT ROCHEREAU;3;50;48,74;Appartement;69_384
17667;23;;RUE;DES AQUEDUCS;2;69;64,64;Appartement;69_385
17668;3;;RUE;LAURENT VIBERT;1;28;22,78;Appartement;69_386
17669;18;;RUE;LIEUTENANT COLONEL GIRARD;3;71;72,32;Appartement;69_387
17670;28;;RUE;DES GIRONDINS;1;28;28,03;Appartement;69_387
17671;5051;L;;IMM LA GENETTE;1;26;26,6;Appartement;73_015
17672;105;;IMP;DES MESANGES;4;85;86,33;Appartement;74_069
17673;2600;;RTE;DE BELLEVUE;3;66;66,17;Appartement;74_153
17674;23;;QUAI;AUX FLEURS;1;18;19,5;Appartement;75_104
17675;63;;RUE;DE CLICHY;1;26;24,54;Appartement;75_109
17676;5;;RUE;ST VINCENT DE PAUL;3;60;60,6;Appartement;75_110
17677;40;;AV;DE LA REPUBLIQUE;1;8;8,21;Appartement;75_111
